2021-09-18 22:45:40,302 - walk - INFO - 
2021-09-18 22:51:15,413 - walk - INFO - 
2021-09-18 22:52:41,252 - walk - INFO - 
2021-09-18 22:53:07,490 - walk - INFO - 
2021-09-18 22:55:07,204 - walk - INFO - (sp mode) 第 389 号筛选条件(类别2), 条件范围(12:12:39~12:12:45), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:33,813 - walk - INFO - (sp mode) 第 49 号筛选条件(类别2), 条件范围(08:46:46~08:46:47), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:33,816 - walk - INFO - (sp mode) 第 51 号筛选条件(类别2), 条件范围(08:47:26~08:47:29), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:33,818 - walk - INFO - (sp mode) 第 53 号筛选条件(类别2), 条件范围(08:47:37~08:47:38), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:33,820 - walk - INFO - (sp mode) 第 55 号筛选条件(类别2), 条件范围(08:48:58~08:49:05), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:33,825 - walk - INFO - (sp mode) 第 59 号筛选条件(类别2), 条件范围(08:50:15~08:50:17), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:33,831 - walk - INFO - (sp mode) 第 64 号筛选条件(类别2), 条件范围(08:58:57~08:58:58), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:33,837 - walk - INFO - (sp mode) 第 69 号筛选条件(类别2), 条件范围(09:18:15~09:18:22), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:33,840 - walk - INFO - (sp mode) 第 72 号筛选条件(类别2), 条件范围(09:19:16~09:19:17), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:33,843 - walk - INFO - (sp mode) 第 76 号筛选条件(类别2), 条件范围(09:20:43~09:20:44), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:33,845 - walk - INFO - (sp mode) 第 78 号筛选条件(类别2), 条件范围(09:20:57~09:20:58), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:33,847 - walk - INFO - (sp mode) 第 80 号筛选条件(类别2), 条件范围(09:21:08~09:21:11), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:33,850 - walk - INFO - (sp mode) 第 83 号筛选条件(类别2), 条件范围(09:21:53~09:21:54), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:33,852 - walk - INFO - (sp mode) 第 85 号筛选条件(类别2), 条件范围(09:24:48~09:24:51), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:33,855 - walk - INFO - (sp mode) 第 87 号筛选条件(类别2), 条件范围(09:25:00~09:25:04), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:33,858 - walk - INFO - (sp mode) 第 89 号筛选条件(类别2), 条件范围(09:25:29~09:25:36), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:33,860 - walk - INFO - (sp mode) 第 91 号筛选条件(类别2), 条件范围(09:25:51~09:25:53), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:33,865 - walk - INFO - (sp mode) 第 95 号筛选条件(类别2), 条件范围(09:28:49~09:28:52), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:33,867 - walk - INFO - (sp mode) 第 97 号筛选条件(类别2), 条件范围(09:29:19~09:29:23), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:33,870 - walk - INFO - (sp mode) 第 99 号筛选条件(类别2), 条件范围(09:29:27~09:29:30), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:33,876 - walk - INFO - (sp mode) 第 105 号筛选条件(类别2), 条件范围(09:31:25~09:31:34), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:33,878 - walk - INFO - (sp mode) 第 107 号筛选条件(类别2), 条件范围(09:31:47~09:31:48), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:33,881 - walk - INFO - (sp mode) 第 109 号筛选条件(类别2), 条件范围(09:32:06~09:32:08), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:33,886 - walk - INFO - (sp mode) 第 113 号筛选条件(类别2), 条件范围(09:32:43~09:32:45), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:33,893 - walk - INFO - (sp mode) 第 119 号筛选条件(类别2), 条件范围(09:39:31~09:39:39), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:33,898 - walk - INFO - (sp mode) 第 124 号筛选条件(类别2), 条件范围(09:41:32~09:41:34), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:33,900 - walk - INFO - (sp mode) 第 126 号筛选条件(类别2), 条件范围(09:41:40~09:41:48), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:33,903 - walk - INFO - (sp mode) 第 128 号筛选条件(类别2), 条件范围(09:42:03~09:42:05), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:33,907 - walk - INFO - (sp mode) 第 131 号筛选条件(类别2), 条件范围(09:44:07~09:44:09), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:33,909 - walk - INFO - (sp mode) 第 133 号筛选条件(类别2), 条件范围(09:44:45~09:44:46), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:33,912 - walk - INFO - (sp mode) 第 135 号筛选条件(类别2), 条件范围(09:47:48~09:47:51), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:33,914 - walk - INFO - (sp mode) 第 137 号筛选条件(类别2), 条件范围(09:48:58~09:48:59), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:33,915 - walk - INFO - (sp mode) 第 138 号筛选条件(类别2), 条件范围(09:49:02~09:49:05), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:33,917 - walk - INFO - (sp mode) 第 140 号筛选条件(类别2), 条件范围(09:51:03~09:51:17), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:33,919 - walk - INFO - (sp mode) 第 142 号筛选条件(类别2), 条件范围(09:51:49~09:51:52), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:33,924 - walk - INFO - (sp mode) 第 146 号筛选条件(类别2), 条件范围(09:52:25~09:52:29), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:33,926 - walk - INFO - (sp mode) 第 148 号筛选条件(类别2), 条件范围(09:54:26~09:54:27), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:33,928 - walk - INFO - (sp mode) 第 150 号筛选条件(类别2), 条件范围(09:54:35~09:54:38), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:33,932 - walk - INFO - (sp mode) 第 153 号筛选条件(类别2), 条件范围(09:57:24~09:57:27), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:33,936 - walk - INFO - (sp mode) 第 156 号筛选条件(类别2), 条件范围(09:59:27~09:59:37), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:33,943 - walk - INFO - (sp mode) 第 162 号筛选条件(类别2), 条件范围(10:02:00~10:02:05), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:33,945 - walk - INFO - (sp mode) 第 164 号筛选条件(类别2), 条件范围(10:03:31~10:03:37), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:33,947 - walk - INFO - (sp mode) 第 166 号筛选条件(类别2), 条件范围(10:04:14~10:04:16), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:33,951 - walk - INFO - (sp mode) 第 168 号筛选条件(类别2), 条件范围(10:05:10~10:05:16), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:33,952 - walk - INFO - (sp mode) 第 169 号筛选条件(类别2), 条件范围(10:05:28~10:05:31), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:33,955 - walk - INFO - (sp mode) 第 171 号筛选条件(类别2), 条件范围(10:05:45~10:05:49), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:33,959 - walk - INFO - (sp mode) 第 173 号筛选条件(类别2), 条件范围(10:06:35~10:06:36), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:33,963 - walk - INFO - (sp mode) 第 175 号筛选条件(类别2), 条件范围(10:07:46~10:07:47), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:33,966 - walk - INFO - (sp mode) 第 177 号筛选条件(类别2), 条件范围(10:08:06~10:08:09), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:33,970 - walk - INFO - (sp mode) 第 180 号筛选条件(类别2), 条件范围(10:11:59~10:12:03), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:33,972 - walk - INFO - (sp mode) 第 182 号筛选条件(类别2), 条件范围(10:13:18~10:13:21), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:33,974 - walk - INFO - (sp mode) 第 184 号筛选条件(类别2), 条件范围(10:16:25~10:16:28), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:33,978 - walk - INFO - (sp mode) 第 188 号筛选条件(类别2), 条件范围(10:20:34~10:20:38), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:33,980 - walk - INFO - (sp mode) 第 190 号筛选条件(类别2), 条件范围(10:20:44~10:20:48), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:33,983 - walk - INFO - (sp mode) 第 192 号筛选条件(类别2), 条件范围(10:21:48~10:21:53), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:33,988 - walk - INFO - (sp mode) 第 196 号筛选条件(类别2), 条件范围(10:22:25~10:22:27), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:33,990 - walk - INFO - (sp mode) 第 198 号筛选条件(类别2), 条件范围(10:22:31~10:22:39), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:33,992 - walk - INFO - (sp mode) 第 200 号筛选条件(类别2), 条件范围(10:23:06~10:23:08), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:33,995 - walk - INFO - (sp mode) 第 202 号筛选条件(类别2), 条件范围(10:23:38~10:23:41), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:33,998 - walk - INFO - (sp mode) 第 205 号筛选条件(类别2), 条件范围(10:23:56~10:23:58), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:34,000 - walk - INFO - (sp mode) 第 207 号筛选条件(类别2), 条件范围(10:24:10~10:24:12), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:34,002 - walk - INFO - (sp mode) 第 208 号筛选条件(类别2), 条件范围(10:24:16~10:24:18), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:34,003 - walk - INFO - (sp mode) 第 209 号筛选条件(类别2), 条件范围(10:51:20~10:51:22), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:34,006 - walk - INFO - (sp mode) 第 211 号筛选条件(类别2), 条件范围(10:51:30~10:51:34), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:34,007 - walk - INFO - (sp mode) 第 212 号筛选条件(类别2), 条件范围(10:51:35~10:51:50), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:34,012 - walk - INFO - (sp mode) 第 217 号筛选条件(类别2), 条件范围(10:52:48~10:52:52), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:34,014 - walk - INFO - (sp mode) 第 218 号筛选条件(类别2), 条件范围(10:52:54~10:52:57), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:34,015 - walk - INFO - (sp mode) 第 219 号筛选条件(类别2), 条件范围(10:52:59~10:53:05), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:34,017 - walk - INFO - (sp mode) 第 221 号筛选条件(类别2), 条件范围(10:53:14~10:53:17), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:34,019 - walk - INFO - (sp mode) 第 223 号筛选条件(类别2), 条件范围(10:53:20~10:53:25), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:34,022 - walk - INFO - (sp mode) 第 225 号筛选条件(类别2), 条件范围(10:53:31~10:53:39), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:34,024 - walk - INFO - (sp mode) 第 227 号筛选条件(类别2), 条件范围(10:53:42~10:53:47), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:34,028 - walk - INFO - (sp mode) 第 232 号筛选条件(类别2), 条件范围(10:55:22~10:55:23), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:34,031 - walk - INFO - (sp mode) 第 234 号筛选条件(类别2), 条件范围(10:55:27~10:55:32), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:34,033 - walk - INFO - (sp mode) 第 236 号筛选条件(类别2), 条件范围(10:55:38~10:55:47), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:34,037 - walk - INFO - (sp mode) 第 239 号筛选条件(类别2), 条件范围(10:56:07~10:56:19), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:34,039 - walk - INFO - (sp mode) 第 241 号筛选条件(类别2), 条件范围(10:56:28~10:56:37), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:34,042 - walk - INFO - (sp mode) 第 243 号筛选条件(类别2), 条件范围(10:56:49~10:56:59), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:34,044 - walk - INFO - (sp mode) 第 245 号筛选条件(类别2), 条件范围(10:57:03~10:57:04), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:34,046 - walk - INFO - (sp mode) 第 247 号筛选条件(类别2), 条件范围(10:57:17~10:57:21), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:34,049 - walk - INFO - (sp mode) 第 249 号筛选条件(类别2), 条件范围(10:57:27~10:57:33), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:34,052 - walk - INFO - (sp mode) 第 251 号筛选条件(类别2), 条件范围(10:57:49~10:57:56), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:34,054 - walk - INFO - (sp mode) 第 253 号筛选条件(类别2), 条件范围(10:58:11~10:58:19), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:34,058 - walk - INFO - (sp mode) 第 256 号筛选条件(类别2), 条件范围(10:58:40~10:58:42), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:34,060 - walk - INFO - (sp mode) 第 258 号筛选条件(类别2), 条件范围(10:58:54~10:58:55), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:34,062 - walk - INFO - (sp mode) 第 260 号筛选条件(类别2), 条件范围(10:59:11~10:59:15), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:34,065 - walk - INFO - (sp mode) 第 262 号筛选条件(类别2), 条件范围(10:59:31~10:59:33), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:34,067 - walk - INFO - (sp mode) 第 264 号筛选条件(类别2), 条件范围(10:59:52~10:59:57), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:34,070 - walk - INFO - (sp mode) 第 266 号筛选条件(类别2), 条件范围(11:00:44~11:00:47), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:34,072 - walk - INFO - (sp mode) 第 268 号筛选条件(类别2), 条件范围(11:00:58~11:01:05), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:34,075 - walk - INFO - (sp mode) 第 270 号筛选条件(类别2), 条件范围(11:01:19~11:01:24), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:34,077 - walk - INFO - (sp mode) 第 272 号筛选条件(类别2), 条件范围(11:01:36~11:01:39), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:34,078 - walk - INFO - (sp mode) 第 273 号筛选条件(类别2), 条件范围(11:01:41~11:01:43), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:34,080 - walk - INFO - (sp mode) 第 275 号筛选条件(类别2), 条件范围(11:02:15~11:02:17), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:34,083 - walk - INFO - (sp mode) 第 277 号筛选条件(类别2), 条件范围(11:02:45~11:02:51), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:34,085 - walk - INFO - (sp mode) 第 279 号筛选条件(类别2), 条件范围(11:03:19~11:03:24), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:34,088 - walk - INFO - (sp mode) 第 281 号筛选条件(类别2), 条件范围(11:03:36~11:03:39), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:34,090 - walk - INFO - (sp mode) 第 283 号筛选条件(类别2), 条件范围(11:04:25~11:04:28), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:34,092 - walk - INFO - (sp mode) 第 285 号筛选条件(类别2), 条件范围(11:04:39~11:04:46), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:34,095 - walk - INFO - (sp mode) 第 287 号筛选条件(类别2), 条件范围(11:04:56~11:04:58), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:34,097 - walk - INFO - (sp mode) 第 289 号筛选条件(类别2), 条件范围(11:05:41~11:05:45), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:34,099 - walk - INFO - (sp mode) 第 291 号筛选条件(类别2), 条件范围(11:06:58~11:07:00), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:34,102 - walk - INFO - (sp mode) 第 293 号筛选条件(类别2), 条件范围(11:07:37~11:07:39), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:34,107 - walk - INFO - (sp mode) 第 297 号筛选条件(类别2), 条件范围(11:11:46~11:11:48), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:34,109 - walk - INFO - (sp mode) 第 299 号筛选条件(类别2), 条件范围(11:12:51~11:12:53), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:34,115 - walk - INFO - (sp mode) 第 302 号筛选条件(类别2), 条件范围(11:15:40~11:15:43), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:34,119 - walk - INFO - (sp mode) 第 304 号筛选条件(类别2), 条件范围(11:16:06~11:16:07), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:34,122 - walk - INFO - (sp mode) 第 306 号筛选条件(类别2), 条件范围(11:16:20~11:16:25), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:34,126 - walk - INFO - (sp mode) 第 308 号筛选条件(类别2), 条件范围(11:16:54~11:16:55), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:34,131 - walk - INFO - (sp mode) 第 311 号筛选条件(类别2), 条件范围(11:18:16~11:18:22), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:34,135 - walk - INFO - (sp mode) 第 313 号筛选条件(类别2), 条件范围(11:18:39~11:18:41), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:34,141 - walk - INFO - (sp mode) 第 317 号筛选条件(类别2), 条件范围(11:20:50~11:20:51), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:34,144 - walk - INFO - (sp mode) 第 319 号筛选条件(类别2), 条件范围(11:20:56~11:20:59), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:34,150 - walk - INFO - (sp mode) 第 323 号筛选条件(类别2), 条件范围(11:22:09~11:22:14), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:34,153 - walk - INFO - (sp mode) 第 325 号筛选条件(类别2), 条件范围(11:22:18~11:22:21), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:34,155 - walk - INFO - (sp mode) 第 327 号筛选条件(类别2), 条件范围(11:22:37~11:22:38), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:34,158 - walk - INFO - (sp mode) 第 329 号筛选条件(类别2), 条件范围(11:22:53~11:22:57), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:34,160 - walk - INFO - (sp mode) 第 331 号筛选条件(类别2), 条件范围(11:23:06~11:23:08), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:34,162 - walk - INFO - (sp mode) 第 333 号筛选条件(类别2), 条件范围(11:25:04~11:25:06), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:34,164 - walk - INFO - (sp mode) 第 335 号筛选条件(类别2), 条件范围(11:25:17~11:25:24), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:34,167 - walk - INFO - (sp mode) 第 337 号筛选条件(类别2), 条件范围(11:25:35~11:25:36), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:34,169 - walk - INFO - (sp mode) 第 338 号筛选条件(类别2), 条件范围(11:25:41~11:25:44), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:34,172 - walk - INFO - (sp mode) 第 340 号筛选条件(类别2), 条件范围(11:26:11~11:26:16), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:34,174 - walk - INFO - (sp mode) 第 342 号筛选条件(类别2), 条件范围(11:27:02~11:27:05), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:34,177 - walk - INFO - (sp mode) 第 344 号筛选条件(类别2), 条件范围(11:27:08~11:27:09), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:34,179 - walk - INFO - (sp mode) 第 346 号筛选条件(类别2), 条件范围(11:27:17~11:27:21), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:34,182 - walk - INFO - (sp mode) 第 348 号筛选条件(类别2), 条件范围(11:27:57~11:27:58), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:34,185 - walk - INFO - (sp mode) 第 350 号筛选条件(类别2), 条件范围(11:28:04~11:28:11), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:34,188 - walk - INFO - (sp mode) 第 352 号筛选条件(类别2), 条件范围(11:28:22~11:28:25), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:34,192 - walk - INFO - (sp mode) 第 354 号筛选条件(类别2), 条件范围(11:29:24~11:29:26), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:34,196 - walk - INFO - (sp mode) 第 356 号筛选条件(类别2), 条件范围(11:29:34~11:29:43), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:34,200 - walk - INFO - (sp mode) 第 358 号筛选条件(类别2), 条件范围(11:30:07~11:30:08), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:34,206 - walk - INFO - (sp mode) 第 361 号筛选条件(类别2), 条件范围(11:34:05~11:34:07), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:34,208 - walk - INFO - (sp mode) 第 362 号筛选条件(类别2), 条件范围(11:34:11~11:34:13), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:34,213 - walk - INFO - (sp mode) 第 365 号筛选条件(类别2), 条件范围(11:36:05~11:36:08), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:34,221 - walk - INFO - (sp mode) 第 370 号筛选条件(类别2), 条件范围(11:38:53~11:38:58), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:34,225 - walk - INFO - (sp mode) 第 372 号筛选条件(类别2), 条件范围(11:40:44~11:40:45), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:34,229 - walk - INFO - (sp mode) 第 374 号筛选条件(类别2), 条件范围(11:40:48~11:40:53), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:34,233 - walk - INFO - (sp mode) 第 376 号筛选条件(类别2), 条件范围(11:44:03~11:44:13), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:34,236 - walk - INFO - (sp mode) 第 378 号筛选条件(类别2), 条件范围(11:44:46~11:44:47), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:34,242 - walk - INFO - (sp mode) 第 381 号筛选条件(类别2), 条件范围(11:47:29~11:47:33), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:34,246 - walk - INFO - (sp mode) 第 383 号筛选条件(类别2), 条件范围(11:47:41~11:47:42), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:34,249 - walk - INFO - (sp mode) 第 385 号筛选条件(类别2), 条件范围(11:49:26~11:49:32), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:34,253 - walk - INFO - (sp mode) 第 387 号筛选条件(类别2), 条件范围(11:49:36~11:49:38), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:34,256 - walk - INFO - (sp mode) 第 389 号筛选条件(类别2), 条件范围(12:12:39~12:12:45), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:34,265 - walk - INFO - (sp mode) 第 394 号筛选条件(类别2), 条件范围(12:13:48~12:13:53), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:34,269 - walk - INFO - (sp mode) 第 396 号筛选条件(类别2), 条件范围(13:36:38~13:36:43), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:34,273 - walk - INFO - (sp mode) 第 398 号筛选条件(类别2), 条件范围(13:36:57~13:37:00), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:34,277 - walk - INFO - (sp mode) 第 400 号筛选条件(类别2), 条件范围(13:37:34~13:37:35), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:34,280 - walk - INFO - (sp mode) 第 402 号筛选条件(类别2), 条件范围(13:37:45~13:37:47), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:34,284 - walk - INFO - (sp mode) 第 404 号筛选条件(类别2), 条件范围(13:37:59~13:38:03), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:34,286 - walk - INFO - (sp mode) 第 405 号筛选条件(类别2), 条件范围(13:38:05~13:38:09), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:34,289 - walk - INFO - (sp mode) 第 407 号筛选条件(类别2), 条件范围(13:38:28~13:38:30), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:34,293 - walk - INFO - (sp mode) 第 409 号筛选条件(类别2), 条件范围(13:39:05~13:39:10), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:34,297 - walk - INFO - (sp mode) 第 412 号筛选条件(类别2), 条件范围(13:40:07~13:40:08), 耗时 0.0 秒, 筛选结果为 0 条数据
2021-09-18 22:57:34,311 - walk - INFO - (sp mode) 第 422 号筛选条件(类别2), 条件范围(13:43:05~13:43:07), 耗时 0.0 秒, 筛选结果为 0 条数据
